ShortName,LongName,Issn
Tidsskrift for Omsorgsforskning,Universitetsforlaget,2387-5976(Paper)2387-5984(Online)
Tidsskrift for psykisk helsearbeid,Universitetsforlaget,1503-6707(Paper)1504-3010(Online)
Tidsskrift for Religion og Kultur,Novus Forlag Press ,1501-9934
Tidsskrift for Rettsvitenskap,Universitetsforlaget,0040-7143(Paper)1504-3096(Online)
Tidsskrift for samfunnsforskning,Universitetsforlaget,0040-716x(Paper)1504-291X(Online)
Tiempos Modernos,Tiempos Modernos,(Paper)1699-7778(Online)
Tierarzthelfer/in konkret,Thieme Medical Publishers Inc,1614-8754
Tierärztliche Praxis (Groß- und Nutztiere),Schattauer GMBH,1434-1220
Tierärztliche Praxis (Klein- und Heimtiere),Schattauer GMBH,1434-1239
Tierra Grande,Real Estate Center at Texas A&M University,
Tiimi,A-KLINIKKASÄÄTIÖ,0358-6936
Tijdschrift Controlling ,Kluwer Deventer,1389-7713
Tijdschrift Erfrecht,Boom uitgevers Den Haag,
Tijdschrift over Cultuur en Criminaliteit,Boom uitgevers Den Haag,2211-9507
Tijdschrift Positieve Psychologie,Kloosterhof Neer B.V,
Tijdschrift v Orthopedagogiek Kinderpsychiatrie en Klinische Kinderpsychologie,Uitgeverij ACCO,0771-9825
Tijdschrift van de Politierechters / Journal des Juges de Police,Die Keure NV,1782-9755
Tijdschrift van de Vrederechters / Journal des Juges de Paix,Die Keure NV,1373-0487
Tijdschrift Vervoer en Recht,Misi Uitgeverij Paris,1383-8849
Tijdschrift voor Agrarisch Recht,Den Hollander,1874-9674
Tijdschrift voor Arbeid & Onderneming,Den Hollander,
Tijdschrift voor Arbeidsvraagstukken,Boom uitgevers Den Haag,0169-2216
Tijdschrift voor bedrijfs- en verzekeringsgeneeskunde,Bohn Stafleu Van Loghum BV,0929-600X
Tijdschrift voor Bijzonder Strafrecht & Handhaving,Maklu Uitgevers NV,2295-6700(Paper)2295-6719(Online)
Tijdschrift voor Civiele Rechtspleging,Boom uitgevers Den Haag,0929-8649
Tijdschrift voor Communicatiewetenschap,Boom uitgevers Den Haag,1384-6930
Tijdschrift voor Compliance,Den Hollander,1568-0835
Tijdschrift voor Consumentenrecht & Handelspraktijken,Misi Uitgeverij Paris,1871-3947
Tijdschrift voor Criminologie,Boom uitgevers Den Haag,0165-182X
Tijdschrift voor Curatoren,Den Hollander,
Tijdschrift voor Economische en Sociale Geografie/Journal of Economic & Social Geography,Wiley-Blackwell,0040-747X(Paper)1467-9663(Online)
Tijdschrift voor Entomologie,Brill Academic Publishers,0040-7496(Paper)2211-9434(Online)
Tijdschrift voor Filosofie,Peeters Publishers,1370-575X(Paper)2031-8952(Online)
Tijdschrift voor Financieel Recht,Den Hollander,1574-7913
Tijdschrift voor Genderstudies,Amsterdam University Press,1388-3186
Tijdschrift voor Geneeskunde,Peeters Publishers,0371-683X
Tijdschrift voor Gerontologie en Geriatrie,Bohn Stafleu Van Loghum BV,0167-9228
Tijdschrift voor Geschiedenis,Amsterdam University Press,0040-7518(Paper)2352-1163(Online)
Tijdschrift voor Gezondheidsrecht,Boom uitgevers Den Haag,0165-0874(Paper)1875-6794(Online)
Tijdschrift voor Gezondheidsrecht,Bohn Stafleu Van Loghum BV,0165-0874
Tijdschrift voor Herstelrecht,Boom uitgevers Den Haag,1568-654X
Tijdschrift voor Huurrecht Bedrijfsruimte,Den Hollander,1567-2913
Tijdschrift voor Insolventierecht,Kluwer Deventer,1381-5849
Tijdschrift voor Internetrecht,Den Hollander,1875-7766
Aphasiology,Psychology Press,0268-7038(Paper)1464-5041(Online)
Apidologie,EDP Sciences,0044-8435(Paper)1297-9678(Online)
Apidologie,Springer Science+Business Media B.V.,0044-8435(Paper)1297-9678(Online)
APL Materials,American Institute of Physics,(Paper)2166-532X(Online)
APL Photonics,American Institute of Physics,(Paper)2378-0967(Online)
APL: Organic Electronics & Photonics,American Institute of Physics,1941-420X
APLAR Journal of Rheumatology,Wiley-Blackwell,0219-0494(Paper)1479-8077(Online)
"APMIS: Acta Pathologica, Microbiologica et Immunologica Scandinavica",Wiley-Blackwell,0903-4641(Paper)1600-0463(Online)
Apocrypha,Brepols Publishers,1155-3316
Apogee Journal,Apogee Journal,2372-0131
Apollo,Exact Editions,
Apollo Medicine,Elsevier Science,(Paper)0976-0016(Online)
Apoptosis,Springer Science+Business Media B.V.,1360-8185(Paper)1573-675X(Online)
Aporia,Aporia,(Paper)1918-1345(Online)
Appalachian Heritage,University of North Carolina Press,0363-2318(Paper)1940-5081(Online)
The Appalachian Voice,Appalachian Voices,0190-3322
Apparel,"Edgell Communications, Inc",1543-2009
Appetite,Elsevier Science,0195-6663(Paper)1095-8304(Online)
Appita Journal: Journal of the Technical Association of the Australian and New Zealand Pulp and Paper Industry,Appita Inc.,1038-6807
Applebyte,Applebyte,
Apples - Applied Language Studies,University of Jyvaskyla,(Paper)1457-9863(Online)
Appliance Design,BNP Media,1552-5937
"Applicable Algebra in Engineering, Communication and Computing",Springer Science+Business Media B.V.,0938-1279(Paper)1432-0622(Online)
Applicable Analysis,Taylor & Francis,0003-6811(Paper)1563-504X(Online)
Application Development Trends,101 Communications ,1073-9564
Applicationes Mathematicae,International Publishing Service/IPS,1233-7234(Paper)1730-6280(Online)
Applications in Plant Sciences,Botanical Society of America,(Paper)2168-0450(Online)
Applications of Mathematics,Springer Science+Business Media B.V.,0862-7940(Paper)1572-9109(Online)
Applications of Surface Science,Elsevier Science,0378-5963
Applied & Translational Genomics,Elsevier Science,(Paper)2212-0661(Online)
Applied Acoustics,Elsevier Science,0003-682X
Applied Adhesion Science,Springer Science+Business Media B.V.,(Paper)2196-4351(Online)
Applied and Computational Harmonic Analysis,Elsevier Science,1063-5203(Paper)1096-603X(Online)
Applied and Environmental Microbiology,American Society for Microbiology,0099-2240(Paper)1098-5336(Online)
Applied and Environmental Soil Science,Hindawi Publishing Corporation,1687-7667(Paper)1687-7675(Online)
Applied and Preventive Psychology,Elsevier Science,0962-1849
Applied Animal Behaviour Science,Elsevier Science,0168-1591
Applied Animal Ethology,Elsevier Science,0304-3762
Applied Artificial Intelligence,Taylor & Francis,0883-9514(Paper)1087-6545(Online)
Applied Behavioral Science Review,Elsevier Science,1068-8595
Applied Biochemistry and Biotechnology,Springer Science+Business Media B.V.,0273-2289(Paper)1559-0291(Online)
Applied Biochemistry and Microbiology,Springer Science+Business Media B.V.,0003-6838(Paper)1608-3024(Online)
Applied Bioenergy,Versita,(Paper)2300-3553(Online)
Applied Bioinformatics,Springer Science+Business Media B.V.,1175-5636
Applied Biological Chemistry,Springer Science+Business Media B.V.,2468-0834(Paper)2468-0842(Online)
Applied Biological Research,Divan Enterprises,
Applied Bionics and Biomechanics,IOS Press,1176-2322(Paper)1754-2103(Online)
Applied Bionics and Biomechanics,Hindawi Publishing Corporation,1176-2322(Paper)1754-2103(Online)
Applied Bionics and Biomechanics,Taylor & Francis,1176-2322(Paper)1754-2103(Online)
Applied Biosafety : Journal of the American Biological Safety Association,SAGE Publications,1535-6760(Paper)2470-1246(Online)
"Applied Biotechnology, Food Science and Policy",Open Mind Journals Ltd.,1175-9534
Applied Cancer Research,BioMed Central,1808-5512(Paper)1980-5578(Online)
Applied Cardiopulmonary Pathophysiology,Pabst Science Publishers,0920-5268
Applied Catalysis,Elsevier Science,0166-9834
Applied Catalysis A: General,Elsevier Science,0926-860X
Applied Catalysis B: Environmental,Elsevier Science,0926-3373
Applied Categorical Structures,Springer Science+Business Media B.V.,0927-2852(Paper)1572-9095(Online)
Applied Clay Science,Elsevier Science,0169-1317
Applied Clinical Informatics,Schattauer GMBH,(Paper)1869-0327(Online)
Applied Clinical Research Clinical Trials and Regulatory Affairs,Bentham Science Publishers Ltd,2213-476X(Paper)2213-4778(Online)
Applied Clinical Trials,Advanstar Communications Inc,1064-8542
Applied Cognitive Psychology,"John Wiley & Sons, Ltd",0888-4080(Paper)1099-0720(Online)
Applied Composite Materials,Springer Science+Business Media B.V.,0929-189X(Paper)1573-4897(Online)
Applied Computational Electromagnetics Society Journal (ACES Journal),Applied Computational Electromagnetics Society,1054-4887
Applied Computational Electromagnetics Society Newsletter (ACES Newsletter),Applied Computational Electromagnetics Society,1056-9170
Applied Computational Intelligence and Soft Computing,Hindawi Publishing Corporation,1687-9724(Paper)1687-9732(Online)
Applied Computer Systems,Versita,2255-8683(Paper)2255-8691(Online)
Applied Computing and Informatics,Elsevier Science,(Paper)2210-8327(Online)
Applied Developmental Science,Psychology Press,1088-8691(Paper)1532-480X(Online)
Applied Earth Science: IMM Transactions section B,Taylor & Francis,0371-7453
Applied Ecology and Environmental Research,ALÖKI - Applied Ecological Research and Forensic Institute Ltd.,1589-1623(Paper)1785-0037(Online)
Applied Econometrics and International Development,Euro-American Association of Economic Development Studies,1578-4487
Applied Economic Perspectives and Policy,Oxford University Press,2040-5790(Paper)2040-5804(Online)
Applied Economics,Routledge,0003-6846(Paper)1466-4283(Online)
Applied Economics Letters,Routledge,1350-4851(Paper)1466-4291(Online)
Applied Economics Quarterly,Duncker and Humblot,1611-6607(Paper)1865-5122(Online)
Applied Energy,Elsevier Science,0306-2619
Applied Engineering in Agriculture,American Society of Agricultural and Biological Engineers (ASABE),0883-8542
Applied Entomology and Zoology,Japanese Society of Applied Entomology and Zoology,0003-6862(Paper)1347-605X(Online)
Applied Entomology and Zoology,Springer Science+Business Media B.V.,0003-6862(Paper)1347-605X(Online)
Applied Environmental Education and Communication: An International Journal,Routledge,1533-015X(Paper)1533-0389(Online)
Applied Environmental Science and Public Health,Open Mind Journals Ltd.,1175-9542
Applied Ergonomics,Elsevier Science,0003-6870
Applied Financial Economics,Routledge,0960-3107(Paper)1466-4305(Online)
Applied Financial Economics Letters,Routledge,1744-6546(Paper)1744-6554(Online)
Applied General Topology,Applied General Topology,1576-9402(Paper)1989-4147(Online)
Applied Geochemistry,Elsevier Science,0883-2927
Applied Geography,Elsevier Science,0143-6228
Applied Geomatics,Springer Science+Business Media B.V.,1866-9298(Paper)1866-928x(Online)
Applied Geophysics,Springer Science+Business Media B.V.,1672-7975(Paper)1993-0658(Online)
Applied Health Economics and Health Policy,Springer Science+Business Media B.V.,1175-5652
Applied Herpetology,Brill Academic Publishers,1570-7539(Paper)1570-7547(Online)
Applied HRM Research,Radford University,1055-9094
Applied Immunohistochemistry & Molecular Morphology,Lippincott Williams & Wilkins (LWW),1062-3345
Applied In Vitro Toxicology,Mary Ann Liebert,2332-1512(Paper)2332-1539(Online)
Applied Informatics,Springer Science+Business Media B.V.,(Paper)2196-0089(Online)
Applied Intelligence,Springer Science+Business Media B.V.,0924-669X(Paper)1573-7497(Online)
Applied Linguistics,Oxford University Press,0142-6001(Paper)1477-450x(Online)
Applied Linguistics Review,De Gruyter,1868-6303(Paper)1868-6311(Online)
Applied Magnetic Resonance,Springer Science+Business Media B.V.,0937-9347(Paper)1613-7507(Online)
Applied Marketing Analytics - The Peer-Reviewed Journal,Henry Stewart Publications,2054-7544(Paper)2054-7552(Online)
Mycological Progress,Springer Science+Business Media B.V.,1617-416X(Paper)1861-8952(Online)
Mycological Research,Elsevier Science,0953-7562
Mycological Research,Cambridge University Press (CUP),0953-7562
Mycologist,Cambridge University Press (CUP),0269-915X
Mycologist,Elsevier Science,0269-915X
Mycology: An International Journal on Fungal Biology,Taylor & Francis,2150-1203(Paper)2150-1211(Online)
Mycopathologia,Springer Science+Business Media B.V.,0301-486X
Mycorrhiza,Springer Science+Business Media B.V.,0940-6360(Paper)1432-1890(Online)
Mycoscience,Springer Science+Business Media B.V.,1340-3540(Paper)1618-2545(Online)
Mycoscience,Elsevier Science,1340-3540(Paper)1618-2545(Online)
Mycoses,Wiley-Blackwell,0933-7407(Paper)1439-0507(Online)
Mycotaxon,Mycotaxon Ltd.,0093-4666(Paper)2154-8889(Online)
Mycotoxin Research,Springer Science+Business Media B.V.,0178-7888(Paper)1867-1632(Online)
Myrmecological News,Austrian Society of Entomofaunistics,1994-4136(Paper)1997-3500(Online)
Myrtia,Univer Murcia/Ser Publicacion,0213-7674
Myth & Symbol,Routledge,1022-3827(Paper)1753-5972(Online)
N+1,N+1 Foundation Inc.,1549-0033
n.paradoxa,KT Press,1461-0434
Naamkunde,Peeters Publishers,0167-5257
NABE News,National Association for Bilingual Education,0896-8349
Nabokov Online Journal,Nabokov Online Journal,(Paper)1911-8422(Online)
Nabokov Studies,Davidson College Department of English,1080-1219(Paper)1548-9965(Online)
NACAC Bulletin,National Association of College Admissions Counseling,
Nachrichten Aus Chemie Technik und Laboratorium,WILEY-VCH Verlag GmbH,
Nachrichten aus der Chemie,De Gruyter,1439-9598(Paper)1868-0054(Online)
Nachrichten aus der Chemie,WILEY-VCH Verlag GmbH,1439-9598(Paper)1868-0054(Online)
The NACTA Journal,North American Colleges and Teachers of Agriculture (NACTA),0149-4910
NADE Digest,National Association for Developmental Education,
NAEA news,Taylor & Francis,0160-6395(Paper)2471-7339(Online)
NAFO Scientific Council Reports,Northwest Atlantic Fisheries Organization,0250-6416
NAFO Scientific Council Studies Series,Northwest Atlantic Fisheries Organization,0250-6432
Naga: The WorldFish Center Quarterly,WorldFish Center,0116-290X
Nagoya Mathematical Journal,Nagoya University Graduate School of Mathematics,0027-7630
Nahareim,De Gruyter,1862-9148(Paper)1862-9156(Online)
Nahrung / Food,WILEY-VCH Verlag GmbH,0027-769X(Paper)1521-3803(Online)
NAIS: Journal of the Native American and Indigenous Studies Association,University of Minnesota Press,2332-1261(Paper)2332-127X(Online)
NAIS: Journal of the Native American and Indigenous Studies Association (Project Muse),University of Minnesota Press,2332-1261(Paper)2332-127X(Online)
Names: A Journal of Onomastics,Taylor & Francis,0027-7738(Paper)1756-2279(Online)
NAN Nü,Brill Academic Publishers,1387-6805(Paper)1568-5268(Online)
Nang Yan Business Journal,De Gruyter,(Paper)2307-4450(Online)
Nankai Business Review International,Emerald Group Publishing Ltd,2040-8749
Nano,IoN Publishing Ltd.,1757-2517
NANO,World Scientific Publishing Co. Pte. Ltd.,1793-2920
Nano Communication Networks,Elsevier Science,1878-7789
Nano Communications,American Scientific Publishers,2167-2733(Paper)2167-2741(Online)
Nano Convergence,Springer Science+Business Media B.V.,(Paper)2196-5404(Online)
Nano Energy,Elsevier Science,2211-2855
Nano et Micro Technologie,Editions Hermes,1624-4230
Nano Hybrids,"Trans Tech Publications, Ltd.",2235-8129(Paper)2234-9871(Online)
Nano Hybrids and Composites,"Trans Tech Publications, Ltd.",2297-3370(Paper)2297-3400(Online)
Nano Letters,American Chemical Society,1530-6984(Paper)1530-6992(Online)
Nano LIFE,World Scientific Publishing Co. Pte. Ltd.,1793-9844(Paper)1793-9852(Online)
Nano Research,Springer Science+Business Media B.V.,1998-0124(Paper)1998-0000(Online)
Nano-Structures & Nano-Objects,Elsevier Science,2352-507X
Nano Today,Elsevier Science,1748-0132
Nano-Micro Letters,Springer Science+Business Media B.V.,2311-6706(Paper)2150-5551(Online)
Nano-photonics,De Gruyter,2192-8606(Paper)2192-8614(Online)
NanoBioImaging,De Gruyter,(Paper)2299-3150(Online)
Nanobiomedicine,SAGE Publications,(Paper)1849-5435(Online)
NanoBiotechnology,Springer Science+Business Media B.V.,1551-1286(Paper)1551-1294(Online)
Nanocarriers,De Gruyter,(Paper)2299-3991(Online)
Nanocomposites,Taylor & Francis,2055-0324(Paper)2055-0332(Online)
Nanocontainers,De Gruyter,(Paper)2299-3959(Online)
Nanoelectronics and Spintronics,De Gruyter,
NanoEthics,Springer Science+Business Media B.V.,1871-4757(Paper)1871-4765(Online)
Nanofabrication,Versita,(Paper)2299-680X(Online)
NanoImpact,Elsevier Science,2452-0748
Nanomaterials and Energy,Thomas Telford Ltd,2045-9831(Paper)2045-984X(Online)
