ShortName,LongName,Issn
QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO,"UNIV GRANADA, CUESTA DEL HOSPICIO S-N, GRANADA, SPAIN, 18071",2254-7037
QUT LAW REVIEW,"QUEENSLAND UNIV TECHNOLOGY, GPO  BOX 2434, BRISBANE, AUSTRALIA, QLD, 4001",2201-7275
QWERTY,"PROGEDIT, PROGEDIT, BARI, ITALY, 00000",2240-2950
R & D MANAGEMENT,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0033-6807
R JOURNAL,"R FOUNDATION STATISTICAL COMPUTING, WIRTSCHAFTSUNIVERSITAT, INST STATISTICS & MATHEMATICS, AUGASSE 2-6, WIEN, AUSTRIA, 1090",2073-4859
R&D MAGAZINE,"ADVANTAGE BUSINESS MEDIA, 100 ENTERPRISE DR, SUITE 600, BOX 912, ROCKAWAY, USA, NJ, 07866-0912",0746-9179
RA-REVISTA DE ARQUITECTURA,"UNIV NAVARRA, UNIV NAVARRA, PAMPLONA, SPAIN, NAVARRA, E-31080",1138-5596
RABBIT GENETICS,"BIOFLUX SRL, 54 CEAHLAU ST, CLUJ-NAPOCA, ROMANIA, 400488",2248-3098
RABELS ZEITSCHRIFT FUR AUSLANDISCHES UND INTERNATIONALES PRIVATRECHT,"MOHR SIEBECK, PO BOX 2040, TUBINGEN, GERMANY, 72010",0033-7250
RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW,"UNIV ART ASSOC CANADA, DEPARTMENT HISTORY IN ART, UNIV VICTORIA, BOX 1700, VICTORIA, CANADA, BC, V8W 2Y2",0315-9906
RACE & CLASS,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0306-3968
RACE ETHNICITY AND EDUCATION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1361-3324
RAD HRVATSKE AKADEMIJE ZNANOSTI I UMJETNOSTI-MATEMATICKE ZNANOSTI,"CROATIAN ACAD SCIENCES ARTS, UL. ANDRIJE HEBRANGA 1, ZAGREB, CROATIA, HR-10000",1849-2215
RADIATA-ENGLISH EDITION,"AG SCHILDKROETEN DEUT GESELL HERPET TERRARIENKUNDE EV, C/O GERHARD SOBEL, TREASURER, ACKERSTRASSE 22, MANNHEIM, GERMANY, D-68169",1618-1786
RADIATION AND ENVIRONMENTAL BIOPHYSICS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0301-634X
RADIATION EFFECTS AND DEFECTS IN SOLIDS,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1042-0150
RADIATION MEASUREMENTS,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",1350-4487
RADIATION ONCOLOGY,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1748-717X
RADIATION ONCOLOGY JOURNAL,"KOREAN SOC THERAPEUTIC RADIOLOGY & ONCOLOGY, DEPT RADIATION ONCOLOGY, SEOUL NATL UNIV HOSPITAL, SEOUL, SOUTH KOREA, 110-744",2234-3156
RADIATION PHYSICS AND CHEMISTRY,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0969-806X
RADIATION PROTECTION DOSIMETRY,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0144-8420
RADIATION RESEARCH,"RADIATION RESEARCH SOC, 810 E TENTH STREET, LAWRENCE, USA, KS, 66044",0033-7587
RADIATSIONNAYA BIOLOGIYA RADIOEKOLOGIYA,"IZDATELSTVO NAUKA, LENINGRADSKOE OTDELENIE MAKAROVA D4, ST PETERSBURG, RUSSIA",0869-8031
RADICAL HISTORY REVIEW,"DUKE UNIV PRESS, 905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701",0163-6545
RADICAL PEDAGOGY,"INT CONSORTIUM ADVANCEMENT ACAD PUBL, C/O JILL CALLIOU, UNIV RES SERVICES, ATHABASCA UNIV, ATHABASCA, CANADA, AB, T9S 3A3",1524-6345
RADICAL PHILOSOPHY,"RADICAL PHILOSOPHY, 67 DIGSBY CRESCENT, LONDON, ENGLAND, N4 2HS",0300-211X
RADIO ELECTRONICS COMPUTER SCIENCE CONTROL,"ZAPORIZHZHYA NATL TECHNICAL UNIV, VUL ZHUKOVSKA, 64, ZAPORIZHZHYA, UKRAINE, 69063",1607-3274
RADIO SCIENCE,"AMER GEOPHYSICAL UNION, 2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009",0048-6604
RADIOCARBON,"UNIV ARIZONA DEPT GEOSCIENCES, RADIOCARBON 4717 E FORT LOWELL RD, TUCSON, USA, AZ, 85712",0033-8222
RADIOCHIMICA ACTA,"WALTER DE GRUYTER GMBH, GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",0033-8230
RADIOENGINEERING,"SPOLECNOST PRO RADIOELEKTRONICKE INZENYRSTVI, CZECH TECHNICAL UNIVERSITY, DEPT OF ELECTROMAGNETIC FIELD, TECHNICKA 2, PRAHA, CZECH REPUBLIC, CZ-16627",1210-2512
RADIOGRAPHICS,"RADIOLOGICAL SOC NORTH AMERICA, 820 JORIE BLVD, OAK BROOK, USA, IL, 60523",0271-5333
RADIOGRAPHY,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",1078-8174
RADIOISOTOPES,"JAPAN RADIOISOTOPE ASSOC-JRIA, 28-45, HONKOMAGOME 2-CHOME, TOKYO, JAPAN, 00000",0033-8303
RADIOLOGE,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0033-832X
RADIOLOGIA,"ELSEVIER ESPANA S I, INFANTA MERCEDES 90, MADRID, SPAIN, 28020",0033-8338
RADIOLOGIA MEDICA,"SPRINGER-VERLAG ITALIA SRL, VIA DECEMBRIO, 28, MILAN, ITALY, 20137",0033-8362
RADIOLOGIC CLINICS OF NORTH AMERICA,"W B SAUNDERS CO-ELSEVIER INC, 1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",0033-8389
RADIOLOGICAL PHYSICS AND TECHNOLOGY,"SPRINGER JAPAN KK, CHIYODA FIRST BLDG EAST, 3-8-1 NISHI-KANDA, CHIYODA-KU, TOKYO, JAPAN, 101-0065",1865-0333
RADIOLOGY,"RADIOLOGICAL SOC NORTH AMERICA, 820 JORIE BLVD, OAK BROOK, USA, IL, 60523",0033-8419
RADIOLOGY AND ONCOLOGY,"ASSOC RADIOLOGY & ONCOLOGY, INST ONCOLOGY, ZALOSKA CESTA 2, LJUBLJANA, SLOVENIA, 1000",1318-2099
RADIOLOGY RESEARCH AND PRACTICE,"HINDAWI PUBLISHING CORP, 315 MADISON AVE 3RD FLR, STE 3070, NEW YORK, USA, NY, 10017",2090-1941
RADIOPHYSICS AND QUANTUM ELECTRONICS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0033-8443
RADIOPROTECTION,"EDP SCIENCES S A, 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944",0033-8451
RADIOTHERAPY AND ONCOLOGY,"ELSEVIER IRELAND LTD, ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",0167-8140
RADOVI ZAVODA ZA POVIJESNE ZNANOSTI HAZU U ZADRU,"HRVATSKA AKAD ZNANOSTI UMJETNOSTI, OBALA KNEZA TRPIMIRA 8, ZADAR, CROATIA, 23000",1330-0474
RADOVI-ZAVODA ZA HRVATSKU POVIJEST,"INST CROATIAN HISTORY PHILOSOPHY, UNIV ZAGREB, IVANA LUCICA 3, ZAGREB, CROATIA, 10000",0353-295X
RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,"FUNDACAO GETULIO VARGAS, ESCOLA ADMIN EMPRESAS SAO PAULO, AV 9 DE JULHO, 2-029, BELA VISTA, SAO PAULO SP, BRAZIL, 01313-902",0034-7590
RAFFLES BULLETIN OF ZOOLOGY,"NATL UNIV SINGAPORE, SCHOOL BIOLOGICAL SCIENCES, DEPT ZOOLOGY, KENT RIDGE, SINGAPORE, SINGAPORE, 0511",0217-2445
RAIRO-OPERATIONS RESEARCH,"EDP SCIENCES S A, 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944",0399-0559
RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,"EDP SCIENCES S A, 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944",0988-3754
RAKSTI PAR DABU,"RAKSTI PAR DABU, UNIV LATVIA, FAC BIOLOGY, KRONVALDA BLVD 4, RIGA, LATVIA, LV 1010",1407-7477
RAMANUJAN JOURNAL,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1382-4090
RAMBAM MAIMONIDES MEDICAL JOURNAL,"RAMBAM HEALTH CARE CAMPUS, 6 HA ALIYA ST, HAIFA, ISRAEL, 31096",2076-9172
RAMUS-CRITICAL STUDIES IN GREEK AND ROMAN LITERATURE,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",0048-671X
RAND JOURNAL OF ECONOMICS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0741-6261
RANDOM MATRICES-THEORY AND APPLICATIONS,"WORLD SCI PUBL CO INC, 27 WARREN ST, STE 401-402, HACKENSACK, USA, NJ, 07601",2010-3263
RANDOM STRUCTURES & ALGORITHMS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1042-9832
RANGE MANAGEMENT AND AGROFORESTRY,"RANGE MANAGEMENT SOC INDIA, INDIAN GRASSLAND & FODDER RES INST, JHANSI, INDIA, 284 003",0971-2070
RANGELAND ECOLOGY & MANAGEMENT,"SOC RANGE MANAGEMENT, 445 UNION BLVD, STE 230, LAKEWOOD, USA, CO, 80228-1259",1550-7424
RANGELAND JOURNAL,"CSIRO PUBLISHING, UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168",1036-9872
RANGELANDS,"SOC RANGE MANAGEMENT, 445 UNION BLVD, STE 230, LAKEWOOD, USA, CO, 80228-1259",0190-0528
RANGIFER,"NORDIC COUNCIL REINDEER RESEARCH-NOR, C/O NVH, DEPT ARCTIC VETERINARY MEDICINE, TROMSO, NORWAY, 00000",0333-256X
RAP BULLETIN OF BIOLOGICAL ASSESSMENT,"CONSERVATION INT, 1919 M ST NW, STE 600, WASHINGTON, USA, DC, 20036",****-****
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0951-4198
RAPID PROTOTYPING JOURNAL,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1355-2546
RAPPORT DU CONGRESS DE LA CIESM,"COMMISSION INT EXPLORATION SCIENTIFIQUE MER MEDITERRANEE, 16, BOULEVARD DE SUISSE, MONTE CARLO, MONACO, MC-98000",****-****
RAPPORTS ET PROCES VERBAUX DES REUNIONS-COMMISSION INTERNATIONALE POUR L EXPLORATION SCIENTIFIQUE DE LA MER MEDITERRANEE,"COMMISSION INT EXPLORATION SCIENTIFIQUE MER MEDITERRANEE, 16, BOULEVARD DE SUISSE, MONTE CARLO, MONACO, MC-98000",0373-434X
RARE DISEASES,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",2167-549X
RARE METAL MATERIALS AND ENGINEERING,"NORTHWEST INST NONFERROUS METAL RESEARCH, C/O RARE METAL MATERIAL ENGINEERING PRESS, PO BOX 51, XIAN, SHAANXI, PEOPLES R CHINA, 710016",1002-185X
RARE METALS,"NONFERROUS METALS SOC CHINA, 12B FUXIN RD, BEIJING, PEOPLES R CHINA, 100814",1001-0521
RARE TUMORS,"PAGEPRESS PUBL, MEDITGROUP, VIA G BELLI, 4, PAVIA, ITALY, 27100",2036-3605
RARITAN-A QUARTERLY REVIEW,"RARITAN-A QUARTERLY REVIEW, RUTGERS UNIV, 31 MINE ST, NEW BRUNSWICK, USA, NJ, 08903",0275-1607
RASP-RESEARCH ON AGEING AND SOCIAL POLICY,"HIPATIA PRESS, C-CLARAMUNT 4, BARCELONA, SPAIN, 08030",2014-671X
RASSEGNA DELLA LETTERATURA ITALIANA,"CASA EDITRICE G C SANSONI SPA, LIC SPA, VIA DUCA DI CALABRIA, 1-1, FLORENCE, ITALY, 50125",0033-9423
RASSEGNA STORICA DEL RISORGIMENTO,"IST STOR RISORGIMENTO ITAL, VITTORIANO, ROME, ITALY, 00186",0033-9873
RASTENIEVDNI NAUKI,"SCIENTIFIC ISSUES NATL CENTRE AGRARIAN SCIENCES, 125, TSARIGRADSKO SHOSSE BUL, BLOCK 1, SOFIA, BULGARIA, 1113",0568-465X
RASTITELNYE RESURSY,"SANKT-PETERBURGSKAYA IZDATEL SKAYA FIRMA RAN, MENDELEEVSKAYA LINIYA, 1, ST. PETERSBURG, RUSSIA, 00000",0033-9946
RAT-A-TATTLE,"RISCINSA, 79 BHARATI COLONY, PEELAMEDU, COIMBATORE, INDIA, TAMIL NADU, 641 004",****-****
RATEL,"ASSOC BRIT WILD ANIM KEEPERS, C/O RICHARD BARNETT (TREASURER), CHESTER ZOO, CAUGHALL RD, UPTON-BY-CHESTER, ENGLAND, CH2 1LH",0305-1218
RATIO,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0034-0006
RATIO JURIS,"UNIV AUTONOMA LATINOAMERICANA, CARRERA 55, 49-51, APARTADO AEREO 3455, MEDELLIN, COLOMBIA, ANT, 00000",1794-6638
RATIONAL PHARMACOTHERAPY IN CARDIOLOGY,"SOC CARDIOLOGY RUSSIAN FEDERAT, PETROVERIGSKII PEREULOK 10, MOSCOW, RUSSIA, 101990",1819-6446
RATIONALITY AND SOCIETY,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1043-4631
RAUMFORSCHUNG UND RAUMORDNUNG,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",0034-0111
RAWAL MEDICAL JOURNAL,"PAKISTAN MEDICAL ASSOC, PMA HOUSE, AGA KHAN III RD, KARACHI, PAKISTAN, 00000",0303-5212
RAY SOCIETY PUBLICATIONS,"RAY SOC, C/O INTERCEPT LTD, P. O. BOX 716, ANDOVER, ENGLAND, HANTS, SP10 1YG",0261-2976
RAZON HISTORICA-REVISTA HISPANOAMERICANA DE HISTORIA DE LAS IDEAS,"INST POLITICA SOCIAL, ALGUANZAS, MURCIA, SPAIN, 30560",1989-2659
RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,"FUND ESCOLA COMERCIO ALVARES PENTEADO-FECAP, AV DA LIBERDADE 532, SAO PAULO SP, BRAZIL, CEP01502-001AP",1806-4892
RBNE-REVISTA BRASILEIRA DE NUTRICAO ESPORTIVA,"INST BRASILEIRO PESQUISA & ENSINO FISIOLOGIA EXERCICIO-IBPEFEX, INST BRASILEIRO PESQUISA & ENSINO FISIOLOGIA EXERCICIO-IBPEFEX, SAO PAULO,BRAZIL, 00000",1981-9927
RBONE-REVISTA BRASILEIRA DE OBESIDADE NUTRICAO E EMAGRECIMENTO,"INST BRASILEIRO PESQUISA & ENSINO FISIOLOGIA EXERCICIO-IBPEFEX, INST BRASILEIRO PESQUISA & ENSINO FISIOLOGIA EXERCICIO-IBPEFEX, SAO PAULO,BRAZIL, 00000",1981-9919
RE-INTRODUCTION NEWS,"IUCN-SSC RE-INTRODUCTION SPECIALIST GROUP, NATL AVIAN RESEARCH CTR, C/O FREDERIC J LAUNAY (CHAIRMAN), ENV RESEARCH & WILDLIFE DEV AGENCY, P O BOX 45553, ABU DHABI, U ARAB EMIRATES, 00000",1560-3709
REACTION CHEMISTRY & ENGINEERING,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF",2058-9883
REACTION KINETICS MECHANISMS AND CATALYSIS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1878-5190
REACTIVE & FUNCTIONAL POLYMERS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1381-5148
READING & WRITING QUARTERLY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1057-3569
READING & WRITING-JOURNAL OF THE READING ASSOCIATION OF SOUTH AFRICA,"AOSIS, POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000",2079-8245
READING AND WRITING,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0922-4777
READING IN A FOREIGN LANGUAGE,"UNIV HAWAII, COLL LANGUAGES LINGUISTICS & LITERATURE, DEPT SECOND LANGUAGE STUDIES, 1899 EW RD 106, HONOLULU, USA, HI, 96822",1539-0578
READING NATURALIST,"READING DISTRICT NATURAL HISTORY SOC, C/O MR NORMAN HALL,  HONORARY MEMBERSHIP SEC, 44 HARCOURT DR, EARLEY, READING, ENGLAND, RG6 5TJ",0962-5380
READING RESEARCH QUARTERLY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0034-0553
READING TEACHER,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0034-0561
REAL ESTATE ECONOMICS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1080-8620
REAL-TIME SYSTEMS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0922-6443
REALITAS-REVISTA DE CIENCIAS SOCIALES HUMANAS Y ARTES,"CORP UNIV REFORMADA, CARRERA 38 NO 74-179, BARRANQUILLA, COLOMBIA, 00000",2346-0504
REANIMATION,"LAVOISIER, 14, RUE DE PROVIGNY, CACHAN, FRANCE, 94236",1624-0693
RECALL,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",0958-3440
RECENT ADVANCES IN ELECTRICAL & ELECTRONIC ENGINEERING,"BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR",2352-0965
RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY,"BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR",1574-8928
RECENT PATENTS ON NANOTECHNOLOGY,"BENTHAM SCIENCE PUBL LTD, EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR",1872-2105
RECENTI PROGRESSI IN MEDICINA,"PENSIERO SCIENTIFICO EDITOR, VIA BRADANO 3/C, ROME, ITALY, 00199",0034-1193
RECEPTION-TEXTS READERS AUDIENCES HISTORY,"PENN STATE UNIV PRESS, 820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802",2168-0604
RECERCA-REVISTA DE PENSAMENT & ANALISI,"UNIV JAUME I, SERVEI COMUNICACIO PUBLICACIONS, EDIF RECORAT SERVEIS CENTRALS, PI. 0, CAMPUS DEL RIU SEC, CASTELLO DE LA PLANA, SPAIN, 12071",1130-6149
RECHERCHE TRANSPORTS SECURITE,"SPRINGER FRANCE, 22 RUE DE PALESTRO, PARIS, FRANCE, 75002",0761-8980
RECHERCHES DE THEOLOGIE ET PHILOSOPHIE MEDIEVALES,"PEETERS, BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000",1370-7493
RECHERCHES SOCIOGRAPHIQUES,"UNIV LAVAL, DEPT SOCIOLOGIE, FAC SCIENCES SOCIALES, SAINTE-FOY, CANADA, QC, G1K 7P4",0034-1282
RECHT & PSYCHIATRIE,"PSYCHIATRIE VERLAG GMBH, THOMAS-MANN-STRASSE 49A, BONN, GERMANY, 53111",0724-2247
RECHTSMEDIZIN,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0937-9819
RECORDS MANAGEMENT JOURNAL,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",0956-5698
RECORDS OF NATURAL PRODUCTS,"ACG PUBLICATIONS, EMLAK BANKASI MUTLUKENT KONUTLARI, OKYANUS 3 D-4, GEBZE-KOCAELI, TURKEY, 00000",1307-6167
RECORDS OF NEW JERSEY BIRDS,"NEW JERSEY AUDUBON SOC, 9 HARDSCRABBLE RD, BERNARDSVILLE, USA, NJ, 7924",****-****
RECORDS OF THE AUCKLAND MUSEUM,"AUCKLAND MUSEUM, PRIVATE BAG 92018, AUCKLAND, NEW ZEALAND",1174-9202
RECORDS OF THE AUSTRALIAN MUSEUM,"AUSTRALIAN MUSEUM, 6 COLLEGE ST, SYDNEY, AUSTRALIA, NSW, 2010",0067-1975
RECORDS OF THE AUSTRALIAN MUSEUM SUPPLEMENT,"AUSTRALIAN MUSEUM, 6 COLLEGE ST, SYDNEY, AUSTRALIA, NSW, 2010",0812-7387
RECORDS OF THE CANTERBURY MUSEUM,"CANTERBURY MUSEUM, ROLLESTON AVENUE, CHRISTCHURCH, NEW ZEALAND",0370-3878
RECORDS OF THE QUEEN VICTORIA MUSEUM,"QUEEN VICTORIA MUSEUM, WELLINGTON STREET, LAUNCESTON, AUSTRALIA, TAS, 7250",0085-5278
RECORDS OF THE WESTERN AUSTRALIAN MUSEUM,"WESTERN AUSTRALIAN MUSEUM, LOCKED BAG 49, WELSHPOOL DC, AUSTRALIA, WA 6986",0312-3162
RECORDS OF THE ZOOLOGICAL SURVEY OF INDIA,"ZOOLOGICAL SURVEY INDIA, PUBLICATION PRODUCTION OFFICER, NIZAM PALACE OFFICE COMPLEX (13TH FLOOR), 234/4, A.J.C. BOSE ROAD, CALCUTTA, INDIA, 700 020",0375-1511
RECORDS OF THE ZOOLOGICAL SURVEY OF INDIA OCCASIONAL PAPER,"ZOOLOGICAL SURVEY INDIA, PUBLICATION PRODUCTION OFFICER, NIZAM PALACE OFFICE COMPLEX (13TH FLOOR), 234/4, A.J.C. BOSE ROAD, CALCUTTA, INDIA, 700 020",0970-0714
RECORDS ZOOLOGICAL SURVEY OF PAKISTAN,"ZOOLOGICAL SURVEY PAKISTAN, BLOCK 61, SHAHRAH-E-IRAQ, KARACHI, PAKISTAN, 74200",0375-152X
RECREATIONAL SPORTS JOURNAL,"HUMAN KINETICS PUBL INC, 1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200",1558-8661
RED-REVISTA DE EDUCACION A DISTANCIA,"EDIT UM-EDICIONES UNIV MURCIA, EDIFICIO SAAVEDRA FAJARDO, C/O ACTOR ISIDORO MAIQUEZ 9, MURCIA, SPAIN, 30007",1578-7680
REDAI YIXUE ZAZHI,"JOURNAL TROPICAL MEDICINE EDITORIAL BOARD, SUN YAT-SEN UNIV, 74 ZHONGSHAN RD II, GUANGZHOU, PEOPLES R CHINA, 5109080",1672-3619
REDHECS-REVISTA ELECTRONICA DE HUMANIDADES EDUCACION Y COMUNICACION SOCIAL,"UNIV PRIVADA DR RAFAEL BELLOSO CHACIN-URBE, AVE CIRCUNVALACION 2, MARACAIBO, VENEZUELA, 4005",1856-9331
REDIA-GIORNALE DI ZOOLOGIA,"CRA-RESEARCH CENTRE AGROBIOLOGY & PEDOLOGY, VIA LANCIOLA 12-A, FIRENZE, ITALY, 50125",0370-4327
REDIMAT-REVISTA DE INVESTIGACION EN DIDACTICA DE LAS MATEMATICAS,"HIPATIA PRESS, C-CLARAMUNT 4, BARCELONA, SPAIN, 08030",2014-3621
REDOX BIOLOGY,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",2213-2317
REDOX REPORT,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1351-0002
REDU-REVISTA DE DOCENCIA UNIVERSITARIA,"RED ESTATAL DOCENCIA UNIV, EDIFICIO D, 3A PLANTA, CAMPUS ESPINARDO, MURCIA, SPAIN, 30100",1696-1412
REEF RESOURCES ASSESSMENT AND MANAGEMENT TECHNICAL PAPER,"SECRETARIAT PACIFIC COMMUNITY, BP D5, NOUMEA, NEW CALEDONIA, 98848",1607-7393
REFERENCE & USER SERVICES QUARTERLY,"AMER LIBRARY ASSOC, 50 E HURON ST, CHICAGO, USA, IL, 60611",1094-9054
REFERENCE SERVICES REVIEW,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",0090-7324
REFLECTIVE PRACTICE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1462-3943
REFLEXION POLITICA,"UNIV AUTONOMA BUCARAMANGA, INST ESTUDIOS POLITICOS, CALLE 48 NO 39-234, BUCARAMANGA, COLOMBIA, 00000",0124-0781
REFORMATION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1357-4175
REFORMATION & RENAISSANCE REVIEW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1462-2459
REFRACTORIES AND INDUSTRIAL CERAMICS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1083-4877
REFUGE,"YORK UNIV, CENTER REFUGEE STUDIES, RM 322 YORK LANES, 4700 KEELE ST, NORTH YORK, CANADA, ON, M3J 1P3",0229-5113
REFUGEE SURVEY QUARTERLY,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1020-4067
REGENERATION,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",2052-4412
REGENERATIVE BIOMATERIALS,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",2056-3418
REGENERATIVE MEDICINE,"FUTURE MEDICINE LTD, UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB",1746-0751
